FT2_B0020_d720,FT2_1322_m24,FT2_B0017_d720,FT2_B0018_d720,FT2_1656_m24,FT2_1657_m12,FT2_1656_m12,FT2_0145_m24,FT2_0185_m24,FT2_0155_m24,FT2_1657_m24,FT2_1322_m12,FT2_1344_m24,FT2_0758_m24,FT2_1524_m24,FT2_1657_m6,FT2_1116_m24,FT2_1117_m24,FT2_B0061_d180,FT2_0008_m24,FT2_1656_m6,FT2_B0001_d720,FT2_0175_m24,FT2_0000_m24,FT2_0185_m12,FT2_1270_m12_to_m24,FT2_1271_m12_to_m24,FT2_0155_m12,FT2_1212_m24,FT2_B0072_d180,FT2_B0065_d180,FT2_B0003_d720,FT2_0758_m12,FT2_0848_m24,FT2_0050_m24,FT2_1145_m24,FT2_0778_m12_to_m24,FT2_B0059_d180,FT2_1113_m24,FT2_1524_m12,FT2_0642_m24,FT2_0175_m12,FT2_0042_m24,FT2_B0019_d720,FT2_1270_m6_to_m12,FT2_0756_m24,FT2_1354_m6_to_m12,FT2_1268_m12_to_m24,FT2_0070_m12_to_m24,FT2_B0020_d180,FT2_0793_m24,FT2_1212_m12,FT2_0070_m6_to_m12,FT2_0156_m24,FT2_B0023_d180,FT2_0126_m6_to_m12,FT2_0029_m24,FT2_0239_m12,FT2_1271_m6_to_m12,FT2_1295_m12_to_m24,FT2_1657_m3,FT2_1005_m12,FT2_0126_m12_to_m24,FT2_0697_m6_to_m12,FT2_0166_m24,FT2_1295_m6_to_m12,FT2_1317_m24,FT2_0630_m24,FT2_0697_m12_to_m24,FT2_0350_m24,FT2_1039_m24,FT2_0071_m12_to_m24,FT2_B0061_d90,FT2_1040_m24,FT2_1656_m3,FT2_1657_m2,FT2_B0008_d720,FT2_0330_m24,FT2_0071_m6_to_m12,FT2_B0101_d720,FT2_0085_m24,FT2_1499_m24,FT2_0661_m24,FT2_0675_m24,FT2_B0059_d90,FT2_0698_m12_to_m24,FT2_0725_m12,FT2_1656_m2,FT2_0840_m24,FT2_0166_m12,FT2_1278_m12_to_m24,FT2_B0104_d720,FT2_0997_m24,FT2_0683_m12,FT2_1524_m6,FT2_0029_m12,FT2_0882_m12,FT2_1219_m24,FT2_0056_m24,FT2_1212_m6,FT2_1040_m12,FT2_1210_m24,FT2_0854_m12_to_m24,FT2_0706_m12_to_m24,FT2_B1095_d180,FT2_0684_m24,FT2_1263_m24,FT2_1482_m6_to_m12,FT2_1122_m12,FT2_B0057_d90,FT2_B2052_d180,FT2_B0020_d90,FT2_0217_m24,FT2_1657_m1,FT2_B1001_d180,FT2_B2032_d180,FT2_1210_m12,FT2_1150_m3,FT2_1495_m24,FT2_0807_m24,FT2_0669_m24,FT2_B0084_d60,FT2_0631_m24,FT2_0787_m24,FT2_1171_m24,FT2_0286_m24,FT2_B1062_d180,FT2_B0098_d180,FT2_B0057_d60,FT2_B0047_d30,FT2_1263_m12,FT2_0840_m12,FT2_B0102_d720,FT2_0670_m24,FT2_1268_m6_to_m12,FT2_0043_m24,FT2_B0080_d180,FT2_1243_m6,FT2_B0073_d180,FT2_B0023_d60,FT2_B0041_d60,FT2_1281_m12_to_m24,FT2_B0058_d180,FT2_B0025_d180,FT2_B0028_d180,FT2_0611_m6,FT2_0005_m12,FT2_1073_m24,FT2_0079_m6_to_m12,FT2_B0056_d180,FT2_B0017_d90,FT2_B0026_d180,FT2_0435_m24,FT2_B0047_d60,FT2_B0006_d720,FT2_B0045_d180,FT2_B1080_d180,FT2_B0093_d180,FT2_B0056_d90,FT2_1296_m6_to_m12,FT2_B1079_d180,FT2_B0062_d30,FT2_B0040_d30,FT2_B1095_d90,FT2_B0073_d30,FT2_0153_m6,FT2_B0082_d90,FT2_B0066_d180,FT2_0684_m12,FT2_B0040_d90,FT2_B0040_d60,FT2_B2056_d180,FT2_0756_m6,FT2_B0085_d180,FT2_0670_m12,FT2_B0077_d30,FT2_B0074_d90,FT2_B0103_d720,FT2_0050_m6,FT2_B0049_d90,FT2_B0060_d30,FT2_B0071_d180,FT2_B0074_d60,FT2_0841_m12,FT2_B0047_d180,FT2_B0068_d180,FT2_B0075_d30,FT2_0394_m6,FT2_B0044_d30,FT2_B1001_d90,FT2_0862_m6_to_m12,FT2_B0021_d720,FT2_B0097_d180,FT2_B0071_d90,FT2_B0082_d60,FT2_B0082_d30,FT2_1547_m24,FT2_B0027_d30,FT2_1613_m24,FT2_B0045_d60,FT2_0945_m24,FT2_B2052_d60,FT2_B0047_d90,FT2_0935_m6_to_m12,FT2_B0073_d90,FT2_B0043_d30,FT2_1204_m3,FT2_B0064_d60,FT2_B2052_d30,FT2_B0045_d90,FT2_B0045_d15,FT2_1414_m3,FT2_1140_m2,FT2_B0079_d30,FT2_0883_m12,FT2_B2025_d180,FT2_1082_m3,FT2_0826_m24,FT2_B0092_d180,ms_no,mobile_sha256,prod_flag,sample_type,target1_mi,target2_mi,stage,hs_date,label,weight,target,month_time,day_time,week_time,proba,score,bucket
26.0,1.0,29.0,14.0,0.517241,0.428571,0.375,-999.0,-999.0,-999.0,0.470588,0.0,0.28233,-999.0,0.0,0.5,3.0,3.0,2.0,0.0,0.5,686.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,0.337832,1.0,2.0,52.0,-999.0,-999.0,-999.0,0.0,-999.0,2.0,3.0,0.0,0.0,-999.0,-999.0,2.071429,-999.0,-999.0,-999.0,0.0,-999.0,5.0,-999.0,0.0,-999.0,-999.0,0.033333,-999.0,0.204124,-999.0,-999.0,0.0,0.6,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,1.0,1.0,1.0,0.6,0.5,52.0,-999.0,1.0,0.128923,1.0,-999.0,-999.0,-999.0,1.0,1.0,-999.0,0.5,-999.0,-999.0,-999.0,0.015499,-999.0,-999.0,0.0,0.288675,-999.0,0.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,3.0,0.0,4.0,-999.0,1.0,1.0,0.0,0.0,0.0,436.0,0.0,-999.0,2.0,-999.0,-999.0,0.0,-999.0,0.0,63.0,1.0,1.0,-999.0,-999.0,-0.034711,-999.0,-999.0,-999.0,2.0,0.0,0.166667,0.033333,2.0,-999.0,0.666667,2.0,0.0,-999.0,1.0,-999.0,-999.0,0.333333,5.0,1.0,-999.0,0.5,-999.0,51.0,0.0,0.0,0.4,-999.0,0.0,0.0,1.0,0.0,0.0,-999.0,5.0,0.333333,1.0,5.0,2.0,0.0,-999.0,1.0,-999.0,0.0,2.0,0.034402,-999.0,0.0,0.0,0.166667,1.0,0.0,0.166667,0.0,0.0,-999.0,1.0,1.0,-999.0,1.115385,0.0,0.0,2.0,1.0,0.0,0.0,-999.0,27.0,-999.0,0.0,0.2,-999.0,0.0,67.0,0.0,0.0,0.0,51.0,51.0,-999.0,-999.0,1.0,0.0,0.0,-999.0,-999.0,0.0,2578016172364531104,7d5253f347812e5b81ff05ce8e15ba3657613f5f3cea3878d2c6a5e3ca584733,S,CA,0.0,0.0,train,2024-09-26,0.0,1,valid,2024-09,2024-09-26,39,0.19945528,588,1
187.0,9.0,236.0,39.0,0.012712,0.033333,0.007463,-999.0,-999.0,-999.0,0.073171,6.0,0.850192,-999.0,3.0,0.045455,25.0,14.0,15.0,1.0,0.013889,719.0,-999.0,16.0,-999.0,0.64,0.5,-999.0,0.583592,15.0,12.0,719.0,-999.0,0.0,-999.0,12.0,-999.0,44.0,19.0,1.0,5.0,-999.0,184.0,6.051282,0.6875,-999.0,0.833333,0.526316,0.1875,54.0,-999.0,0.668558,0.666667,24.0,0.355556,1.0,0.464306,-999.0,0.285714,0.625,0.071429,-999.0,0.142857,-999.0,21.0,0.533333,0.0,29.0,0.0,-999.0,0.0,0.285714,11.0,0.333333,0.026316,0.0,190.0,0.0,0.5,0.0,3.0,97.0,-999.0,-999.0,28.0,1.0,0.0,0.0,0.0,10.0,-999.0,-0.039927,0.0,0.0,1.0,0.389249,0.0,0.0,3.0,0.516398,0.5,1.361345,-999.0,1.0,3.0,0.142857,2.0,0.208852,0.0,37.0,7.0,27.0,-999.0,0.0,36.0,20.0,1.705606,3.0,22.0,0.0,39.0,9.0,52.0,377.0,5.0,-999.0,7.0,12.0,22.0,0.333333,79.0,0.0,-0.105268,-999.0,0.5,298.0,6.0,0.516398,0.681818,0.316667,5.0,0.75,0.916667,4.0,4.0,-999.0,0.0,10.0,0.0,0.083333,38.0,7.0,0.8,0.227273,-999.0,32.0,0.0,0.090909,0.026316,1.0,0.0,1.0,2.0,0.0,0.6,-999.0,30.0,0.545455,0.5,9.0,5.0,0.0,-999.0,0.909091,-999.0,0.6,18.0,-28.538559,-999.0,6.0,1.0,0.444444,11.0,0.0,0.072531,0.083333,0.416667,-999.0,0.916667,24.0,-999.0,1.262032,0.136364,0.263158,18.0,11.0,0.0,0.8,20.0,33.0,-999.0,0.0,0.127424,-999.0,0.571429,1.0,0.0,0.5,0.0,32.0,32.0,-999.0,0.0,0.333333,0.0,1.0,-999.0,-999.0,2.0,2583591018767058592,29d100713998e07eec8f25245876d0aa549a6b9bf9f880dd01dcf19efc1b9bca,S,CA,0.0,0.0,train,2024-10-04,0.0,1,train,2024-10,2024-10-04,40,0.07099098,725,14
62.0,3.0,77.0,27.0,0.181818,0.25,0.214286,-999.0,-999.0,-999.0,0.206897,1.0,0.448427,-999.0,3.0,0.375,3.0,3.0,5.0,0.0,0.4,720.0,-999.0,22.0,-999.0,0.666667,0.666667,-999.0,0.448427,3.0,4.0,717.0,-999.0,-999.0,-999.0,1.0,-999.0,6.0,7.0,0.0,22.0,-999.0,187.0,2.851852,1.0,-999.0,0.0,0.857143,0.090909,9.0,-999.0,0.57735,0.0,-999.0,0.055556,0.0,0.380693,-999.0,1.0,0.25,0.25,-999.0,0.25,0.0,-999.0,0.0,0.0,-999.0,0.090909,-999.0,0.125,0.25,3.0,0.0,0.333333,0.333333,704.0,0.0,0.0,0.184397,3.0,-999.0,-999.0,-999.0,4.0,0.0,1.0,0.25,0.318182,-999.0,-999.0,-0.209911,0.409091,1.0,0.0,0.288675,0.5,0.0,3.0,0.816497,0.0,0.0,0.142857,-999.0,0.0,0.25,-999.0,-999.0,0.0,5.0,2.0,6.0,626.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,2.0,340.0,264.0,0.0,-999.0,1.0,44.0,3.0,0.555556,-999.0,0.5,0.258097,-999.0,0.666667,145.0,3.0,0.0,0.375,0.066667,2.0,1.0,0.8,2.0,0.0,-999.0,0.0,-999.0,-999.0,0.2,6.0,0.0,0.0,0.375,717.0,51.0,0.0,0.125,0.166667,-999.0,0.0,1.0,2.0,0.0,1.0,-999.0,5.0,0.5,0.0,4.0,3.0,1.0,-999.0,0.625,-999.0,0.0,2.0,0.031197,-999.0,0.0,1.0,0.4,0.0,0.0,0.14,0.0,0.0,-999.0,0.666667,0.0,-999.0,1.241935,0.0,0.5,3.0,2.0,0.0,0.0,-999.0,51.0,-999.0,0.0,0.277778,-999.0,0.5,91.0,0.0,0.75,0.0,51.0,51.0,-999.0,0.0,0.0,0.0,0.0,-999.0,6.0,1.0,2593611672564270752,61df3027ac0d711f792db182ab724cb57f914959673a09a2b86bb1aca4a0aacf,O,CA,0.0,0.0,train,2024-10-18,0.0,1,train,2024-10,2024-10-18,42,0.13279174,644,9
269.0,27.0,381.0,74.0,0.049869,0.212766,0.077844,20.0,10.0,10.0,0.1625,13.0,1.279011,8.0,13.0,0.25,44.0,34.0,23.0,5.0,0.123596,718.0,750.05524,35.0,10.0,0.659091,0.617647,10.0,1.791688,20.0,18.0,705.0,8.0,0.0,295.0,7.0,1.0,58.0,36.0,4.0,17.0,750.05524,186.0,5.148649,0.344828,5.0,0.769231,0.638889,0.342857,66.0,10.0,2.301185,0.416667,0.0,0.466667,0.555556,0.701964,0.0,0.142857,0.373494,0.217391,0.25,0.5625,0.333333,0.0,0.774194,0.066667,63.0,0.352941,15.0,0.125,0.5,13.0,0.2,0.157895,0.066667,684.0,0.0,0.5,0.0,10.0,-999.0,-999.0,-999.0,21.0,0.444444,0.333333,0.095238,0.028571,-999.0,0.0,-0.122111,0.228571,0.5,3.0,0.651339,0.111111,0.204124,0.0,0.83666,0.285714,0.832971,1.0,0.0,3.0,0.5625,-999.0,-999.0,0.034483,28.0,9.0,30.0,232.0,0.090909,40.0,16.0,0.937437,6.0,16.0,0.0,1.0,8.0,15.0,125.0,3.0,599.0,7.0,11.0,16.0,0.100592,-999.0,0.083333,-0.295202,29.0,0.217391,119.0,10.0,0.0,0.588235,0.35,9.0,1.0,0.831461,4.0,7.0,1.0,1.0,-999.0,-999.0,0.168539,38.0,12.0,0.0,0.0839,637.0,33.0,2.0,0.058824,0.263158,-999.0,7.0,0.818182,7.0,1.0,0.636364,-999.0,28.0,0.529412,0.5,13.0,9.0,1.0,-999.0,0.852941,73.0,0.363636,15.0,-28.526115,30.0,4.0,0.769231,0.449438,8.0,0.0,0.052897,0.0,0.307692,0.5,0.461538,14.0,-999.0,1.416357,0.176471,0.473684,12.0,8.0,0.0,0.454545,29.0,52.0,-999.0,5.0,0.058172,-999.0,0.590909,1.0,0.0,0.571429,1.0,33.0,32.0,-999.0,0.0,0.153846,0.0,0.0,0.0,-999.0,2.0,2611677751240820128,579551680ffd131d773157e335d33d39b70d361a8c896e595d885a58aa5361f3,S,CA,0.0,0.0,test,2024-11-12,0.0,1,valid,2024-11,2024-11-12,46,0.056044657,754,14
70.0,2.0,84.0,18.0,0.047619,0.076923,0.1,-999.0,-999.0,-999.0,0.1,1.0,0.442326,-999.0,2.0,0.25,3.0,1.0,0.0,0.0,0.333333,704.0,-999.0,7.0,-999.0,1.0,1.0,-999.0,0.204124,1.0,0.0,704.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,4.0,0.0,6.0,-999.0,101.0,4.666667,0.666667,-999.0,0.0,0.25,0.0,7.0,-999.0,0.288675,-999.0,-999.0,0.038889,-999.0,0.612372,-999.0,0.0,0.142857,0.333333,-999.0,0.0,-999.0,-999.0,0.0,0.0,544.0,0.0,-999.0,0.2,1.0,0.0,1.0,0.6,1.0,-999.0,-999.0,1.0,0.089052,1.0,-999.0,-999.0,-999.0,0.0,1.0,-999.0,1.0,0.0,-999.0,-999.0,0.039807,0.142857,-999.0,0.0,0.866025,-999.0,0.0,13.0,0.0,1.0,0.28233,-999.0,-999.0,0.0,1.0,-999.0,-999.0,0.0,1.0,1.0,3.0,-999.0,-999.0,4.0,0.0,0.389249,0.0,287.0,0.0,13.0,1.0,-999.0,394.0,1.0,-999.0,0.0,27.0,0.0,0.0,-999.0,-999.0,-0.145499,0.0,0.0,0.0,1.0,0.0,0.25,0.016667,1.0,0.0,0.555556,1.0,1.0,-999.0,0.0,-999.0,-999.0,0.444444,5.0,1.0,-999.0,1.0,588.0,33.0,1.0,0.0,0.8,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,4.0,0.0,1.0,3.0,1.0,0.0,-999.0,0.75,0.0,-999.0,2.0,-28.530848,-999.0,0.0,-999.0,0.111111,0.0,0.0,0.333333,0.0,-999.0,-999.0,-999.0,1.0,-999.0,1.2,0.25,0.0,3.0,0.0,0.508977,-999.0,-999.0,51.0,-999.0,0.0,0.44,-999.0,0.0,-999.0,0.0,0.0,0.0,51.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,0.0,2570636230211437984,151764ea6803e78618227667d8cf6725a67f4271088083de63625cf6154a83d2,O,CA,0.0,0.0,train,2024-09-16,0.0,1,train,2024-09,2024-09-16,38,0.1519643,626,6
60.0,3.0,76.0,21.0,0.092105,0.266667,0.088889,-999.0,-999.0,-999.0,0.333333,2.0,0.414851,-999.0,6.0,0.285714,3.0,3.0,3.0,0.0,0.142857,573.0,-999.0,6.0,-999.0,0.333333,0.333333,-999.0,0.448427,1.0,0.0,537.0,-999.0,-999.0,-999.0,0.0,-999.0,8.0,5.0,0.0,5.0,-999.0,111.0,3.619048,0.0,-999.0,0.0,0.4,0.5,14.0,-999.0,0.288675,0.333333,1.0,0.077778,0.333333,0.637022,-999.0,0.0,0.571429,0.0,-999.0,0.6,0.333333,1.0,0.0,0.0,537.0,0.6,-999.0,0.2,1.0,2.0,1.0,0.0,0.0,138.0,0.0,1.0,0.128752,2.0,-999.0,-999.0,-999.0,2.0,1.0,1.0,0.0,0.0,1.0,-999.0,-0.191431,0.166667,1.0,0.0,0.887625,0.0,0.0,37.0,0.0,1.0,0.0,-999.0,1.0,0.0,1.0,-999.0,-999.0,0.0,1.0,1.0,2.0,-999.0,0.0,5.0,0.0,0.0,0.0,305.0,0.0,37.0,2.0,-999.0,119.0,0.0,169.0,0.0,91.0,1.0,0.5,-999.0,0.0,0.111643,1.0,0.5,31.0,2.0,0.0,0.142857,0.033333,2.0,0.0,0.5,1.0,1.0,-999.0,0.0,4.0,1.0,0.5,2.0,3.0,0.0,0.5,230.0,53.0,0.0,0.0,0.5,-999.0,0.0,1.0,2.0,0.0,0.0,-999.0,2.0,0.0,1.0,2.0,2.0,0.0,-999.0,0.857143,1.0,1.0,2.0,-28.54555,-999.0,0.0,1.0,0.071429,2.0,0.0,0.255102,0.0,1.0,-999.0,0.5,1.0,-999.0,1.266667,0.142857,0.0,2.0,2.0,0.0,0.5,-999.0,33.0,-999.0,1.0,0.5,-999.0,0.0,1.0,0.0,0.0,1.0,33.0,52.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,2600275325975790752,1965d0470bd2d3cc03d8eb5a660f4d436990c3998bc63e4632a694e525190179,S,CA,0.0,0.0,train,2024-10-27,0.0,1,train,2024-10,2024-10-27,43,0.14883567,629,7
36.0,2.0,40.0,17.0,0.125,0.142857,0.238095,-999.0,-999.0,-999.0,0.111111,0.0,0.28233,-999.0,0.0,0.1,8.0,8.0,4.0,0.0,0.083333,704.0,-999.0,4.0,-999.0,0.25,0.25,-999.0,0.56466,4.0,3.0,650.0,-999.0,-999.0,-999.0,5.0,-999.0,5.0,9.0,0.0,3.0,-999.0,340.0,2.352941,1.0,-999.0,-999.0,0.333333,0.5,10.0,-999.0,0.389249,1.0,3.0,0.061111,1.0,0.658005,-999.0,1.0,0.0,0.0,-999.0,0.5,1.0,3.0,-999.0,0.0,463.0,0.666667,-999.0,0.25,0.0,1.0,0.0,0.0,0.0,549.0,0.0,-999.0,0.124889,2.0,-999.0,-999.0,-999.0,1.0,0.0,1.0,0.0,0.25,-999.0,-999.0,0.071208,0.25,1.0,0.0,0.0,0.5,0.0,14.0,0.516398,-999.0,0.0,1.0,0.0,0.0,1.0,-999.0,-999.0,0.0,3.0,3.0,4.0,618.0,0.0,4.0,0.0,0.0,0.0,123.0,0.0,14.0,1.0,-999.0,109.0,0.0,532.0,3.0,49.0,2.0,1.0,-999.0,0.5,0.296297,0.0,0.666667,69.0,2.0,0.0,0.444444,0.066667,3.0,-999.0,0.666667,2.0,1.0,-999.0,0.0,-999.0,-999.0,0.333333,5.0,3.0,0.0,0.375,123.0,52.0,0.0,0.0,0.4,-999.0,0.0,1.0,1.0,0.0,1.0,-999.0,2.0,0.333333,-999.0,4.0,4.0,0.0,-999.0,0.888889,-999.0,0.0,0.0,-28.51315,-999.0,0.0,1.0,0.416667,0.0,-999.0,0.125,0.0,0.0,-999.0,1.0,0.0,-999.0,1.111111,0.111111,0.8,1.0,1.0,0.204124,0.0,-999.0,53.0,532.0,1.0,0.36,-999.0,1.0,97.0,0.0,0.25,0.0,52.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,0.0,2611934734367851168,8f996e9e7876a760c5c8a63fc66136c0f117da640f8fdb88650bb13174a7ade6,S,CA,0.0,0.0,test,2024-11-12,0.0,1,train,2024-11,2024-11-12,46,0.15593669,623,6
177.0,10.0,246.0,32.0,0.060976,0.166667,0.034483,8.0,1.0,1.0,0.210526,6.0,0.954585,8.0,2.0,0.222222,88.0,17.0,7.0,7.0,0.051282,718.0,122.53766,24.0,1.0,0.784091,0.647059,1.0,1.334465,6.0,6.0,718.0,3.0,1.0,227.0,68.0,0.463483,36.0,21.0,0.0,14.0,0.473762,122.0,7.6875,0.362319,19.0,0.5,0.666667,0.291667,29.0,208.0,1.729862,0.571429,0.0,0.194444,0.666667,1.501207,0.5,0.181818,0.535714,0.2,0.0,0.5,0.8,0.0,0.266667,0.1,327.0,0.357143,-999.0,0.166667,0.411765,4.0,0.285714,0.090909,0.5,711.0,0.0,0.0,0.0,7.0,275.0,230.0,0.0,10.0,0.466667,0.666667,0.333333,0.458333,0.0,0.5,0.049801,0.125,0.714286,0.0,1.696699,0.333333,0.761387,0.0,0.516398,0.666667,3.710297,0.272727,0.75,0.0,0.882353,0.0,0.0,0.101449,11.0,0.0,9.0,231.0,-999.0,32.0,3.0,2.539088,1.0,117.0,7.0,0.0,1.0,685.0,80.0,13.0,302.0,0.0,33.0,3.0,0.0,0.0,0.428571,0.283848,0.0,0.214286,89.0,3.0,0.0,0.666667,0.05,1.0,1.0,0.948718,3.0,2.0,-999.0,6.0,-999.0,0.0,0.051282,11.0,5.0,0.0,0.555556,609.0,33.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,9.0,0.666667,1.0,1.0,1.0,0.0,-999.0,0.777778,0.0,-999.0,6.0,-28.522894,-999.0,1.0,-999.0,0.230769,2.0,0.571429,0.400394,0.0,-999.0,-999.0,-999.0,11.0,0.0,1.389831,0.222222,0.181818,2.0,0.0,0.408248,-999.0,-999.0,33.0,208.0,0.0,0.305785,0.0,0.4,-999.0,0.0,0.333333,0.0,33.0,-999.0,-999.0,0.0,-999.0,0.333333,0.0,-999.0,0.0,0.0,2598721226805347744,da39e5e9e90f4b8a44e7bf2a31848d0a35a658a009a1b1017c8ca9750e38f4fb,S,CA,0.0,0.0,train,2024-10-25,0.0,1,train,2024-10,2024-10-25,43,0.114053085,664,11
69.0,2.0,84.0,19.0,0.202381,0.176471,0.113208,8.0,4.0,4.0,0.217391,1.0,0.337832,8.0,0.0,0.2,6.0,6.0,4.0,3.0,0.148148,709.0,1147.8878,0.0,4.0,0.833333,0.833333,4.0,1.032094,5.0,2.0,416.0,8.0,0.0,30.0,2.0,1.0,6.0,7.0,0.0,0.0,1147.8878,-999.0,4.421053,1.0,12.0,0.0,0.857143,-999.0,22.0,185.0,1.443376,-999.0,-999.0,0.138889,-999.0,0.761387,0.333333,1.0,0.333333,1.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,194.0,-999.0,1.0,1.0,0.333333,0.5,1.0,252.0,-999.0,0.25,0.090321,3.0,-999.0,31.0,30.0,1.0,1.0,-999.0,0.5,-999.0,-999.0,-999.0,0.031401,-999.0,-999.0,0.0,0.984732,-999.0,0.0,-999.0,2.041241,0.333333,0.0,-999.0,-999.0,1.0,1.0,-999.0,-999.0,0.0,3.0,16.0,3.0,191.0,1.0,2.0,0.0,0.0,0.0,133.0,0.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,3.0,35.0,1.0,1.0,-999.0,-999.0,-0.010765,3.0,1.0,142.0,4.0,0.0,0.5,0.033333,1.0,1.0,0.814815,2.0,0.0,-999.0,4.0,-999.0,-999.0,0.185185,4.0,1.0,-999.0,1.0,-999.0,52.0,13.0,0.0,0.25,-999.0,0.0,0.0,1.0,0.0,0.0,-999.0,4.0,0.2,1.0,2.0,1.0,0.0,-999.0,1.0,3.0,0.0,2.0,0.063402,-999.0,1.0,0.0,0.333333,0.0,0.0,0.196159,0.0,0.0,-999.0,1.0,2.0,-999.0,1.217391,0.3,0.25,2.0,1.0,1.041703,1.0,-999.0,27.0,-999.0,0.0,0.5,-999.0,0.5,1.0,0.0,0.0,0.0,27.0,-999.0,-999.0,-999.0,1.0,0.0,0.0,-999.0,-999.0,0.0,2608688448466321824,dfbdfd4456e5a02d31fdc70e553f8c706d02bf4e11339c55499a0799277a064f,S,CA,0.0,0.0,test,2024-11-08,0.0,1,valid,2024-11,2024-11-08,45,0.09889104,683,13
114.0,6.0,148.0,42.0,0.060811,0.068966,0.033708,-999.0,-999.0,-999.0,0.066667,3.0,0.76967,-999.0,1.0,0.0,3.0,1.0,10.0,1.0,0.0,707.0,-999.0,30.0,-999.0,1.0,1.0,-999.0,0.204124,6.0,4.0,691.0,-999.0,0.0,-999.0,2.0,-999.0,15.0,12.0,0.0,12.0,-999.0,129.0,3.52381,1.0,5.0,0.333333,0.583333,0.466667,19.0,594.0,0.288675,0.428571,20.0,0.122222,0.625,0.380693,-999.0,1.0,0.375,0.0,-999.0,0.666667,0.666667,20.0,0.111111,0.0,16.0,0.5,-999.0,0.166667,0.5,4.0,0.25,0.0,0.0,688.0,0.0,0.5,0.0,4.0,-999.0,-999.0,-999.0,6.0,0.5,0.75,0.0,0.066667,20.0,-999.0,0.050867,0.066667,0.428571,0.0,0.389249,0.25,0.0,1.0,0.408248,0.5,0.408248,1.0,1.0,0.0,1.0,-999.0,-999.0,0.0,15.0,1.0,11.0,413.0,0.0,12.0,1.0,0.57735,1.0,36.0,0.0,2.0,5.0,-999.0,36.0,2.0,-999.0,0.0,28.0,13.0,1.0,-999.0,0.142857,0.355777,49.0,0.285714,221.0,5.0,0.0,0.461538,0.166667,5.0,1.0,0.964286,3.0,1.0,-999.0,0.0,20.0,0.5,0.0,16.0,6.0,0.5,0.266272,192.0,33.0,0.0,0.076923,0.0,-999.0,0.0,0.0,1.0,0.0,1.0,-999.0,14.0,0.307692,1.0,5.0,4.0,1.0,-999.0,0.846154,49.0,0.0,6.0,0.055395,-999.0,2.0,0.0,0.535714,5.0,0.0,0.125,0.0,0.0,-999.0,1.0,8.0,-999.0,1.298246,0.153846,0.5,12.0,3.0,0.58823,1.0,5.0,51.0,-999.0,0.0,0.257812,-999.0,0.285714,1.0,0.0,0.384615,0.0,33.0,33.0,-999.0,0.0,0.0,0.0,0.0,-999.0,24.0,1.0,2613173748865434016,f3a3f3bfe891c4dc1d5c9fe1968969357ffc2c5c3e1b34c8dcdeaaeeb3d8fb1e,S,CA,0.0,0.0,test,2024-11-14,0.0,1,train,2024-11,2024-11-14,46,0.107950546,671,12
