ID,hs_date,label,weight,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,feature129,feature130,feature131,feature132,feature133,feature134,feature135,feature136,feature137,feature138,feature139,feature140,feature141,feature142,feature143,feature144,feature145,feature146,feature147,feature148,feature149,feature150,feature151,feature152,feature153,feature154,feature155,feature156,feature157,feature158,feature159,feature160,feature161,feature162,feature163,feature164,feature165,feature166,feature167,feature168,feature169,feature170,feature171,feature172,feature173,feature174,feature175,feature176,feature177,feature178,feature179,feature180,feature181,feature182,feature183,feature184,feature185,feature186,feature187,feature188,feature189,feature190,feature191,feature192,feature193,feature194,feature195,feature196,feature197,feature198,feature199,feature200,feature201,feature202,feature203,feature204,feature205,feature206,feature207,feature208,feature209,feature210,feature211,feature212,feature213,feature214,feature215,feature216,feature217,feature218,feature219
ID_100831,2024-09-24,0,1,66,1,10,15,0.233171,0.149269,0.034318,16,-999,1,0.245167,0,0.454369,5,3,0.015552,10,6,0,-999,0.309811,723,-999.0,30,-999,-999.0,1.0133,-999,38.85517,4,1,-999,-999,0.015611,-999,-1,1.022444,12,10,0,8,-999.0,-999,5.90056,-999.0,-999,0.987413,0.51323,-999.0,6,99,0.830761,0.478287,-999,0.031252,0.341322,1.675475,-999.0,0.977919,0.076012,0.074097,-999.0,0.34419,0.991951,-999,0.994037,0.005661,545,-0.007319,-999,0.503485,0.676673,11,-999.0,-0.03831,0.251997,648,0.321623,0.185047,0.135499,0,-999,-999,-999,13,0.351794,-0.01993,0.001673,0.059156,-999,-999.0,0.054856,-0.000559,1.017591,0,0.327593,-0.004792,0.434014,-999,0.966565,0.989858,0.03016,-999.0,-999.0,0,0.997688,-999,-999.0,-999.0,0,6,1,54,0.006645,6,16,-0.02835,0,69,1,40,0,-999,-999,0,-999,0,18,19,0.587138,-999,1.010774,-0.292567,44,-999.0,303,1,0.015881,0.379576,0.110344,0,-999.0,0.721244,2,0,-999.0,3,-999,1.029175,0.161815,32,5,-999.0,0.286799,-999,28,14,0.069953,-999.0,0.675882,-999,-999.0,1,0,0.525598,-999,21,0.179002,0.693328,7,1,0,-999,1.013671,-999,0.160528,0,-28.763643,-999,1,1.003054,0.540832,1,-0.001422,0.195994,0.000364,0.511599,-999.0,0.994763,0,0.253736,2.488702,0.013617,0.642646,2,0,3.167368,-999.0,-999,33,-999,0,0.219467,-999.0,0.988258,1,0,-999.0,0,52,-999,5,-999.0,0.031398,-999.0,0,-999,-999,0
ID_100832,2024-10-09,0,1,132,11,66,9,0.072775,0.215194,0.12851,15,9,3,0.138187,3,0.418844,-999,1,1.00674,2,3,3,92,0.030901,720,-999.0,29,-999,0.591967,0.984333,-999,0.32707,1,2,602,-999,-0.025395,-999,-2,0.838576,2,5,0,14,-999.0,-999,1.454967,0.004425,-999,0.99796,0.836432,-999.0,3,-999,0.297418,0.000797,26,0.516561,1.014009,5.71376,0.767225,0.208441,0.249305,-0.008256,-999.0,0.371364,-999.0,-999,-0.017199,-0.004565,-999,0.729019,-999,-999.0,0.896007,1,-999.0,0.01942,-0.018653,680,-999.0,-999.0,0.081169,0,-999,-999,-999,5,0.035344,0.651894,0.006676,0.667073,0,-999.0,0.022102,-0.001053,-999.0,0,-0.140732,0.397914,0.861531,-999,1.998705,0.51005,0.016841,0.492683,-999.0,0,0.67675,345,-999.0,0.000677,0,11,7,-999,0.487723,9,0,-0.076196,0,64,0,1,2,66,-999,-999,-999,3,23,1,0.248126,-999,-0.017959,0.036443,-4,0.499885,-999,0,-0.012248,0.520152,0.970368,2,-999.0,0.477198,2,1,0.833314,0,-999,-999.0,0.149932,7,2,-999.0,0.508097,615,29,0,0.004224,-0.013179,-0.002768,0,1.032973,4,0,1.036691,-999,14,0.27086,0.975696,1,1,0,-999,0.799893,-999,0.332694,2,34.976509,-999,1,-999.0,0.597239,2,-0.024307,0.920948,0.061574,-0.000293,-999.0,1.029384,3,-999.0,1.254434,0.016007,0.981444,2,2,0.184971,0.023683,-999,-999,268,2,0.260584,-999.0,-0.004429,58,0,-999.0,0,-999,-999,-999,-999.0,-0.004884,0.334161,0,-999,5,0
ID_100833,2024-10-12,1,1,210,6,78,16,0.254168,0.060382,0.27138,-999,-999,-999,0.167912,0,1.242863,0,1,0.498577,1212,1,4,0,-0.000446,554,-999.0,0,-999,-999.0,0.019423,-999,0.454235,-999,1,699,-999,-0.032671,-999,-1,-999.0,53,5,1,1,-999.0,410,-999.0,0.003305,-999,0.84849,0.428418,0.017352,24,-999,-0.342836,0.175245,-999,0.053579,0.503751,0.372283,-999.0,0.387067,0.344288,0.504529,-999.0,0.992385,-999.0,0,0.994894,-0.010241,-999,0.256334,-999,0.33452,-999.0,7,1.010771,0.014752,0.00688,-999,-999.0,-999.0,-0.007264,1,-999,-999,-999,4,0.726379,-999.0,1.014785,-0.009488,-999,-999.0,0.081725,0.016543,0.980313,4,-0.201886,-0.007207,0.016905,1,-0.063925,0.519005,0.886074,-999.0,-999.0,2,0.673097,-999,-999.0,-0.010284,2,82,2,110,-999.0,75,0,-0.106472,0,12,0,10,9,-999,128,0,-999,0,21,10,0.309759,-999,0.265966,0.04023,15,0.525571,634,1,0.019799,0.489949,0.212445,1,1.004887,0.811067,3,1,-999.0,3,-999,0.169898,0.086538,13,3,-0.002417,0.208193,584,32,4,0.103386,0.009121,-999.0,0,-0.015677,1,0,-999.0,-999,2,0.489123,0.481685,1,2,0,20,0.812154,-3,-0.003286,3,-0.421588,-999,0,0.012209,0.012648,2,1.011107,0.501546,0.002995,0.339872,-999.0,0.981515,0,-999.0,1.098274,0.351669,0.570203,6,0,2.04927,0.264015,-999,53,308,0,0.227072,-999.0,0.333709,-999,1,0.59472,2,33,27,-999,-999.0,-999.0,-0.002879,0,-999,-999,1
ID_100834,2024-11-13,0,1,141,3,43,13,0.120264,0.383837,0.249737,38,1,-999,0.163182,0,1.275089,17,1,0.09746,-3,12,6,-3,0.166946,555,-999.0,7,-999,-999.0,0.265621,-999,0.10384,2,0,651,-999,0.004857,-999,2,-999.0,2,15,0,2,25271.953241,-999,3.757827,-0.031725,-999,-999.0,-999.0,0.401545,23,223,0.554861,-999.0,-999,0.39396,0.967965,1.614383,-999.0,-0.005125,-999.0,-0.006071,-999.0,0.003745,-0.025952,-999,0.519852,-0.001791,-999,-999.0,-999,0.352024,-999.0,4,-0.009349,0.180019,0.49819,184,-999.0,-999.0,0.111035,1,-999,-999,-999,9,-999.0,-999.0,0.152362,0.262439,-999,0.334351,-0.137096,0.835809,1.006296,2,-0.104647,0.000371,0.175521,18,0.666972,-0.011691,0.031093,-999.0,0.980276,0,1.021857,-999,-999.0,-999.0,3,2,8,56,-999.0,-2,0,-0.010036,0,316,0,53,0,48,64,0,-999,36,61,1,0.560911,-999,0.689343,-0.016438,-999,0.001372,124,5,0.015203,0.190305,0.110556,3,-0.002402,0.878249,1,2,-999.0,0,-999,-999.0,0.758889,6,0,-999.0,0.204529,-999,54,0,0.053424,-0.000304,0.025005,0,0.256963,1,0,0.990474,-999,1,0.218703,0.155168,2,8,0,-999,0.666119,-1,-0.026732,26,-28.96898,-999,2,0.619317,0.154948,1,-0.012401,0.159903,0.166744,0.424762,-999.0,0.986486,9,0.001466,1.626395,0.195426,0.997228,0,-999,0.075495,0.973619,-999,46,262,1,1.006592,-999.0,0.619648,-999,0,0.00345,0,27,-999,-999,-999.0,-0.003018,-999.0,0,-999,-999,2
ID_100835,2024-09-10,0,1,67,2,54,15,0.075524,0.22455,0.102637,15,-999,0,0.157898,2,0.870315,6,0,0.335383,12,-3,1,41,0.084521,723,-999.0,0,0,0.99633,0.46269,-999,0.223059,5,3,659,-999,-999.0,-999,2,0.996935,8,12,0,6,-999.0,167,6.704037,-999.0,23,1.000382,0.583121,0.511393,16,634,0.317315,0.463813,-999,0.070047,1.020202,3.523096,-999.0,-999.0,0.64244,0.395609,0.50926,0.167386,-0.016852,-999,0.27805,0.009472,-999,-0.00674,-999,-0.010132,0.999577,4,-0.004348,-999.0,0.430219,473,-999.0,-999.0,0.006448,2,403,-999,-999,14,-999.0,0.397547,0.317021,0.137692,-999,0.979117,0.067185,0.148812,0.002,0,0.030743,0.230018,0.02659,-1,1.370299,0.653642,-0.12404,-999.0,-999.0,-999,0.995814,-999,-999.0,-0.000453,6,22,11,59,-999.0,15,5,0.007824,0,65,-1,182,2,-999,270,0,-999,-1,42,4,-0.008599,-999,0.04439,0.501521,30,-0.032571,131,4,-0.022657,0.016586,0.066738,4,1.005372,0.774855,2,3,1.017535,0,1,0.028768,0.233866,4,2,-999.0,0.273443,-999,33,4,0.122957,-0.016748,-999.0,0,0.761761,1,0,1.05987,-999,6,0.665212,-999.0,1,2,1,-999,0.648065,-999,1.00803,0,-27.382225,30,0,-0.006806,0.449803,0,0.006022,0.543535,-0.001342,0.010781,-999.0,1.007737,5,-999.0,1.181509,0.244492,0.66963,0,0,0.084524,0.011057,-999,51,215,2,0.219006,-999.0,0.15783,-999,0,-0.000203,0,32,32,-999,-3.9e-05,0.303181,-999.0,0,-999,-999,1
ID_100836,2024-10-30,0,1,55,4,119,37,0.093469,0.154945,0.038599,-999,-999,14,0.664039,1,0.376517,38,0,0.001369,29,11,7,1,0.325957,700,-999.0,4,2,0.116154,0.155426,-999,47.592769,5,3,694,-999,0.865213,387,-3,0.237701,2,28,0,14,-999.0,330,2.420863,0.332527,-999,0.771234,1.008003,0.112376,11,-999,-0.344123,-999.0,-999,0.566037,0.328517,3.225429,-999.0,0.596114,0.757042,-999.0,-999.0,0.51092,-999.0,20,0.088433,0.001638,-999,-0.016193,-999,0.106083,0.968221,4,0.374018,-0.003739,0.09672,695,-999.0,1.025256,0.111173,4,-999,-999,-999,5,0.653354,-999.0,0.331877,0.348822,-999,-999.0,0.058794,0.126604,0.998392,0,-0.064363,0.123499,0.01812,61,1.687522,-999.0,-0.149673,0.107043,-999.0,0,1.02183,-999,0.145032,0.000475,1,-1,8,36,0.000534,10,0,-0.035251,1,29,0,-999,1,-999,259,0,-999,0,67,1,0.474706,11,0.685537,0.202319,-999,0.587423,-999,5,-0.002292,0.404675,0.079821,2,-999.0,0.497715,2,0,-999.0,0,-999,-999.0,-0.008961,15,5,-999.0,0.758563,-999,50,0,0.171736,0.017873,-999.0,0,0.65032,2,0,0.995201,-999,5,0.276168,0.985087,8,1,0,39,0.89744,-999,0.334493,3,1.778641,-999,1,0.507281,0.632684,0,-999.0,0.09693,-0.001557,-999.0,-0.005964,0.602576,1,-0.014994,1.058291,-0.00749,0.01115,3,0,0.344786,0.014965,-999,54,-999,0,0.251079,-999.0,0.446021,82,0,-999.0,0,32,-999,-999,-999.0,0.000428,-999.0,0,-999,-999,0
ID_100837,2024-11-15,0,1,221,2,658,13,0.027636,0.088502,0.139172,0,-999,-999,0.143431,3,0.56109,8,3,0.085598,-6,0,2,28,0.373733,692,-999.0,45,-999,1.02303,-0.020568,-1,0.178646,3,4,352,-1,0.029596,31,-1,-999.0,26,34,0,6,-999.0,134,7.086888,-0.055036,-999,0.501456,1.025841,0.320188,26,230,0.972977,1.002852,-999,0.056146,0.645417,0.176349,-999.0,0.001108,0.543444,0.240393,-999.0,0.628081,-999.0,-999,-999.0,0.001638,284,-999.0,-999,0.017694,0.098928,5,-999.0,1.004903,0.483999,92,-999.0,-999.0,0.056146,3,-999,-999,-999,1,0.990263,0.991868,0.007382,0.005146,-999,1.055587,-0.198278,-0.025453,0.52262,0,0.229365,0.507829,0.000783,-999,-0.038899,-0.025096,0.045376,-999.0,0.850199,0,1.00155,-999,-999.0,0.006883,6,-1,2,489,-999.0,481,0,0.173392,1,55,0,13,2,-999,40,2,-999,0,32,3,1.014984,-999,0.005023,-0.338522,-2,0.986235,415,3,-0.016106,0.663298,0.032552,1,1.0086,0.955623,3,0,-999.0,1,-999,-999.0,0.040543,16,6,0.006277,0.346688,-999,32,1,0.001326,0.133542,-999.0,0,-999.0,1,0,0.037738,-999,3,0.357874,-999.0,9,0,0,-999,0.953312,-999,0.601805,0,-29.119104,-999,0,0.014162,0.282144,1,0.014623,0.203706,0.211939,1.004761,-999.0,-999.0,24,-999.0,1.105048,0.005353,0.475494,18,1,0.357238,1.019088,-999,52,-999,0,0.998529,-999.0,0.598822,4,0,0.614286,7,27,51,-999,-3.5e-05,0.00442,0.482115,0,-999,-999,1
ID_100838,2024-11-01,0,1,35,0,176,14,0.117048,0.144177,0.150705,-999,0,-999,0.193376,3,0.721406,-999,1,1.005975,13,5,2,17,0.087644,713,-999.0,3,-999,0.015449,-999.0,0,0.622177,1,0,371,0,-999.0,-999,9,-999.0,5,20,0,18,-999.0,-999,4.499836,-999.0,2,0.330169,0.686683,0.711587,-999,-999,0.50115,0.44213,1,0.145922,0.009185,4.14081,-999.0,-999.0,-999.0,0.101204,-999.0,0.513382,0.599,-999,0.987186,0.495166,319,0.531607,-999,0.509345,-999.0,1,0.038873,-0.008613,0.350115,633,-999.0,1.028736,0.002212,1,-999,-999,-999,7,0.508526,0.995384,0.86141,0.308184,-999,-999.0,-0.163652,-999.0,0.990958,0,0.024256,-999.0,0.00339,139,1.253919,0.489903,-0.002117,0.017098,-0.025468,0,0.985112,-999,0.351643,-0.010043,2,2,10,177,0.99013,-1,0,-0.03602,7,32,1,-999,4,-999,35,2,-999,1,12,20,0.554766,-999,0.094846,0.27001,-999,0.745849,148,0,-0.015342,0.38134,0.076731,1,0.984421,0.836142,1,1,-999.0,0,-999,-999.0,-0.004779,11,2,-999.0,0.259554,486,33,1,0.003638,-0.018672,-999.0,0,-999.0,0,1,0.835564,-999,8,0.230202,1.014267,2,7,0,-999,0.603763,3,-999.0,4,0.019581,-999,0,-999.0,0.562561,0,0.006614,0.083283,-0.001454,1.016518,0.327439,0.981846,1,-999.0,1.211213,0.443809,0.464851,7,9,2.313764,0.001665,-999,26,-999,1,0.37552,-999.0,0.500829,-999,2,0.051663,1,51,-999,-999,-999.0,1.017361,-999.0,20,-999,-999,3
ID_100839,2024-11-13,0,1,94,2,259,27,0.043797,0.059128,0.036749,-999,-999,0,0.092264,1,1.054233,-999,1,0.200774,3,-2,1,-1,0.144827,713,-999.0,0,-999,0.70273,-999.0,4,0.294073,13,0,681,-999,-999.0,-999,8,-999.0,-1,12,2,4,-60.636913,-999,4.724819,0.009544,-999,0.039195,0.480186,0.027075,32,152,0.866328,0.188306,-999,0.012031,0.507023,0.386151,-999.0,1.010063,0.584047,0.001556,-999.0,0.487741,-999.0,-999,0.811421,-0.008818,349,0.236352,-999,0.00942,-0.014117,4,-0.029908,-0.007617,0.006373,-999,-999.0,0.009925,0.130962,0,36,-999,-999,5,-999.0,-999.0,0.010403,0.004556,6,-999.0,0.083817,0.344158,0.977974,0,0.691933,-999.0,0.007797,0,0.507324,-999.0,0.045431,0.992683,-999.0,0,-999.0,-999,-999.0,-999.0,49,7,1,76,1.010806,13,20,-0.017015,2,1,1,-1,4,-999,60,13,-999,0,26,11,0.249141,-999,0.053285,-0.197689,-999,0.992982,-999,1,-0.00536,0.409436,0.235212,3,-999.0,0.839629,3,0,-999.0,0,-999,-999.0,0.343409,2,1,0.021036,0.488285,-999,53,0,0.142732,-0.014167,-999.0,0,0.990335,1,0,-0.006445,-999,3,0.233625,0.577231,7,3,1,-999,0.985429,-2,0.653278,7,-0.252789,-999,1,-999.0,0.220869,1,0.760465,0.14064,0.502137,0.302765,-0.007514,0.498019,2,-999.0,1.164465,0.274907,0.456136,1,2,0.25741,-999.0,-999,52,472,1,0.160424,-999.0,-0.000778,61,0,0.660911,0,26,27,-999,-999.0,0.009334,0.343414,0,-999,-999,2
ID_100840,2024-11-08,0,1,132,8,173,8,0.057121,0.302212,0.052489,24,-999,-999,0.20725,5,0.722354,39,1,0.231969,17,8,5,3,0.217731,715,-999.0,11,1,0.445145,0.684804,21,0.110708,1,3,675,-999,0.017942,124,1,-999.0,7,6,0,17,-999.0,142,5.518896,0.108639,-999,-999.0,0.236848,1.001981,20,-999,1.323186,0.328959,-999,0.06015,-0.001039,0.509288,0.677847,-0.035066,0.393003,0.205871,0.002201,0.493425,0.984454,0,-999.0,0.499718,-999,0.599174,-999,-999.0,-999.0,3,0.802409,-0.004101,-999.0,-999,-999.0,-999.0,0.125409,0,125,-999,-999,3,-0.010944,0.970585,0.050867,0.003996,-999,-999.0,-0.205547,0.286784,-999.0,0,-0.122145,-999.0,0.016612,-999,0.63632,0.542998,0.274103,0.112131,-999.0,0,0.001245,-999,-999.0,-0.002752,5,1,18,228,-0.011724,3,0,0.050923,2,565,-1,-999,1,-999,63,2,1,2,15,6,-0.015948,-999,0.126629,-0.458259,-999,-999.0,107,7,-0.014966,0.247015,0.182502,9,0.731081,0.830769,2,1,-999.0,0,-999,-999.0,0.182448,32,1,-0.003479,0.494588,-999,50,-1,0.108076,0.456017,-999.0,0,0.324827,5,0,0.998636,-999,-999,0.5544,0.760228,2,0,1,-999,0.989495,-999,0.017207,0,-28.656507,-999,0,0.997637,0.421575,8,-0.015897,0.151058,0.004207,-0.004991,-0.018335,0.502855,1,-999.0,1.178039,0.01745,0.347955,8,-1,-0.008943,-999.0,-999,62,-999,0,0.230702,-0.000108,0.638691,4,0,0.51385,0,57,51,-999,-999.0,0.023756,0.504055,1,-999,-999,1
ID_100841,2024-11-14,0,1,49,3,71,34,0.008868,0.260249,0.011345,-999,1,0,0.443192,4,0.839981,-999,0,0.006147,-2,1,5,1,0.167969,721,-999.0,29,-999,0.638263,-999.0,-999,1.304242,7,3,683,-999,-0.000418,-999,-2,0.762592,6,4,0,18,-999.0,147,4.628271,-0.008732,-999,0.489809,0.114742,0.239101,10,11,0.209698,0.988366,-999,0.001357,1.006009,1.158297,-999.0,1.002192,0.842498,-0.009745,-999.0,0.509693,-999.0,-999,0.33609,0.014127,-999,0.646562,-999,0.175777,0.411916,0,0.227557,0.488638,-0.01005,-999,-999.0,-0.012871,0.147341,3,-999,-999,-999,13,1.002251,0.988979,0.016252,-0.007738,-999,-0.018179,0.075419,-999.0,-999.0,0,0.21231,0.348389,0.287324,0,0.32297,0.005372,-0.013591,-999.0,-999.0,0,-999.0,-999,-999.0,0.063087,14,1,6,-999,1.01243,2,0,0.026644,2,510,0,7,5,-999,40,0,-999,0,30,11,0.568446,-999,0.128564,-0.007134,2,0.997821,96,2,0.00622,0.662375,0.075135,6,-999.0,0.901476,2,4,-999.0,0,-999,-999.0,0.503931,10,1,-999.0,0.491044,-999,33,0,0.089226,0.585856,-999.0,0,0.337854,1,0,-999.0,-999,7,0.493945,0.995162,3,1,0,-999,0.873964,-999,0.978923,0,-28.399464,-999,2,1.007481,0.433867,0,-0.015513,0.176933,0.102358,0.984168,0.001055,-999.0,0,0.006029,1.271542,0.188863,0.500965,2,0,-0.027967,-999.0,-999,-999,-999,0,0.164409,-999.0,0.236728,-1,0,-999.0,0,26,-999,3,-999.0,0.017192,-999.0,0,-999,10,0
ID_100842,2024-12-05,0,1,214,3,99,24,0.082736,0.227171,0.07503,0,0,-999,0.213392,4,0.257577,-999,0,-0.004432,0,4,0,0,0.01287,719,-74322.492401,18,-999,0.994631,0.971778,-999,0.58057,1,1,-999,-999,-0.00592,-999,-2,-999.0,11,5,0,3,-999.0,115,4.412128,1.01014,-999,0.355501,-999.0,0.302171,2,-999,0.16833,0.51454,2,0.026661,-999.0,0.041805,-999.0,0.438884,0.601531,0.243838,-999.0,0.994324,0.745503,-999,0.541764,-0.005797,-999,0.239313,-999,1.001198,0.66867,2,0.481851,0.318582,0.224229,672,0.003578,0.02648,0.141287,4,-999,369,-999,6,0.566832,0.681494,0.009972,0.007682,-999,1.013052,0.090854,-0.01797,0.982913,0,-0.099337,0.242409,-0.04857,-999,-0.174401,-999.0,0.076072,-999.0,-999.0,4,1.003401,-999,0.845352,0.002682,19,4,0,79,0.324667,11,0,0.374687,0,88,0,-1,4,183,187,0,-999,3,64,1,1.014605,-999,0.24521,0.030738,0,0.551846,-6,6,0.005107,0.245058,0.119202,2,-999.0,0.838595,1,1,-999.0,12,-999,-999.0,0.240784,8,1,-0.00171,0.610746,-999,51,1,0.00162,0.646827,0.004448,0,1.001767,1,0,-999.0,-999,2,0.385708,-999.0,1,4,0,-999,0.499649,-999,-999.0,4,-29.374224,-999,2,0.673805,0.356406,0,0.003499,0.090621,0.005331,-0.005308,-999.0,0.987219,1,-999.0,1.334804,-0.014915,0.431035,12,3,-0.006694,0.793571,-999,63,-999,0,0.160882,-999.0,0.367921,1,-999,0.274788,0,40,-999,-999,-999.0,-0.007867,1.008684,0,-999,-2,0
ID_100843,2024-10-11,0,1,51,2,12,23,0.04511,0.361231,0.07208,-999,-999,-999,0.199376,7,0.974391,0,2,0.191609,3,15,3,0,-0.004096,719,-999.0,7,-999,0.448357,0.600324,-999,0.494829,1,0,619,20,-0.019189,-999,2,-0.029493,7,13,0,0,-999.0,389,2.942687,0.224475,1,0.744454,-0.011531,0.496257,18,-999,0.782013,0.863574,-999,0.048843,-999.0,0.715648,0.847588,0.688806,0.249136,0.507811,0.111981,0.390572,1.013037,-999,0.507349,1.000995,-999,0.272272,-999,0.203183,0.507931,-999,1.00605,0.004112,-0.007443,-999,-999.0,0.991593,0.071823,1,451,-999,91,17,0.986744,0.631391,0.001136,-0.002962,-999,-999.0,-0.211177,0.153136,-999.0,0,-0.184851,0.343587,0.010269,0,0.053397,-0.00231,0.089212,-999.0,1.004545,0,0.577965,1,-999.0,0.002014,10,3,10,-999,0.006777,2,0,0.425871,0,39,0,-999,4,214,-999,0,548,1,28,4,0.991914,-999,-0.014979,0.013834,-999,0.798677,-999,3,0.403893,0.48794,-0.007408,2,1.000609,0.987572,2,2,-999.0,0,-999,-999.0,0.317874,3,3,-0.006192,-0.008588,647,54,6,-0.000365,0.182944,-999.0,3,-999.0,2,0,0.683901,1,19,0.496011,0.994786,6,7,0,-999,0.945332,-999,-999.0,0,-28.054764,-999,0,-999.0,0.37396,1,-0.008368,0.222256,-0.001179,-999.0,-999.0,0.384097,5,-999.0,1.022741,0.009532,0.001384,0,8,-0.016172,-999.0,-999,52,-999,0,0.172032,-999.0,0.655803,-999,1,0.132894,0,53,-999,-999,-999.0,0.30676,0.004099,0,0,-999,0
ID_100844,2024-10-08,0,1,84,2,190,46,0.0634,0.071623,0.218288,-999,-999,-999,0.119835,1,0.563558,-999,6,0.177935,2,5,5,1,0.0904,311,-999.0,9,-999,-0.032391,1.004488,-999,0.831985,4,4,675,-999,-999.0,94,-3,-999.0,9,10,0,15,-999.0,280,6.526182,1.033219,7,0.59841,0.990127,1.009274,19,-999,0.063424,1.000383,-999,0.009259,-0.015756,0.297409,-999.0,-999.0,0.986965,0.017105,-999.0,0.366095,0.803937,-999,0.682264,0.016124,352,0.332806,-999,0.205841,-999.0,2,1.00266,-0.007279,0.368002,39,-0.036752,0.024135,0.137919,3,-999,-999,-999,1,0.687293,0.996582,-0.025252,-0.011599,-999,-999.0,0.016243,0.026276,0.273044,0,1.835996,-999.0,0.022923,7,-0.169845,-999.0,0.127458,0.985622,-999.0,0,0.806619,2,-999.0,-0.001279,26,39,31,687,0.017599,1,0,0.106713,0,27,1,16,2,-999,117,4,-999,1,16,-1,0.493407,-999,-999.0,0.075998,18,0.666617,351,16,0.025317,0.787384,0.034384,1,0.010374,0.461394,4,1,-999.0,0,-999,-999.0,0.271204,18,3,-999.0,0.41973,710,52,0,0.151163,0.017813,-999.0,0,-999.0,2,0,-999.0,38,3,-0.007359,1.020305,1,2,0,-999,0.928118,-999,1.015127,1,-27.669435,-999,1,0.998335,0.421076,4,-0.016302,0.211011,0.000102,-999.0,-0.001955,0.499715,2,-999.0,1.157552,0.235656,0.664712,7,1,0.556003,0.002988,0,50,702,1,0.210608,-999.0,0.014066,3,0,0.619289,1,29,-999,-999,-8.5e-05,0.274824,0.48722,0,-999,-999,0
ID_100845,2024-10-04,0,1,271,3,112,26,0.130184,0.33679,0.002542,-999,1,0,0.482042,0,0.671855,-999,10,0.326458,6,-4,6,36,0.038001,713,-52917.708892,19,-999,-999.0,1.005779,-999,2.382622,5,0,641,1,0.9074,-999,0,-999.0,9,10,1,3,-999.0,66,3.168298,0.548963,-999,0.967514,0.504373,0.065613,8,-999,0.191606,0.292604,-999,0.045552,0.315302,0.258108,0.014988,0.019933,0.392641,0.644623,-0.023247,0.199561,0.50561,2,0.526001,0.335248,-999,1.018428,-999,0.212706,1.002801,7,-999.0,0.013628,0.663872,-999,-999.0,0.000569,0.150611,0,-999,-999,-999,11,0.355149,0.757293,0.424452,0.590802,-999,-999.0,0.017378,0.18935,0.968522,9,0.060254,0.004565,0.000256,8,1.879531,-0.001031,0.04707,0.012578,-999.0,0,-999.0,-999,0.489736,0.002405,10,5,11,-999,-0.003427,121,0,0.563241,0,335,-999,-999,1,-999,436,2,-999,1,33,8,0.998143,-999,0.259152,0.862549,-999,0.982086,182,3,0.519796,0.665696,-999.0,4,0.49552,0.959348,3,0,-999.0,0,-999,-999.0,0.245431,11,6,-999.0,0.606674,-999,52,1,-0.003601,0.48705,-999.0,0,0.312645,0,0,1.005558,-999,7,0.264457,-999.0,3,6,0,-999,-999.0,-999,-999.0,0,0.035378,-999,1,0.275759,0.208874,2,-0.010594,0.526748,0.258061,0.495289,0.00386,0.991181,3,-999.0,2.042328,0.342637,0.559775,0,0,0.189187,0.00514,-999,26,-999,1,0.229261,-999.0,0.333828,35,0,-999.0,0,54,-999,-999,-999.0,0.25155,-0.011967,0,-999,-999,0
